DiseaseName_raw,DiseaseName_norm
"DEAFNESS, AUTOSOMAL RECESSIVE 84A",deafness autosomal recessive 84a
"DEAFNESS, AUTOSOMAL RECESSIVE 84B",deafness autosomal recessive 84b
"DEAFNESS, AUTOSOMAL RECESSIVE 86",deafness autosomal recessive 86
"DEAFNESS, AUTOSOMAL RECESSIVE 88",deafness autosomal recessive 88
"DEAFNESS, AUTOSOMAL RECESSIVE 89",deafness autosomal recessive 89
"Deafness, Autosomal Recessive 9",deafness autosomal recessive 9
"DEAFNESS, AUTOSOMAL RECESSIVE 91",deafness autosomal recessive 91
"DEAFNESS, AUTOSOMAL RECESSIVE 93",deafness autosomal recessive 93
"DEAFNESS, AUTOSOMAL RECESSIVE 97",deafness autosomal recessive 97
"DEAFNESS, AUTOSOMAL RECESSIVE 98",deafness autosomal recessive 98
"Deafness, Congenital, and Onychodystrophy, Autosomal Dominant",deafness congenital and onychodystrophy autosomal dominant
"Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia",deafness congenital with inner ear agenesis microtia and microdontia
Deafness enamel hypoplasia nail defects,deafness enamel hypoplasia nail defects
"Deafness, Sensorineural, And Male Infertility",deafness sensorineural and male infertility
"Deafness, Sensorineural, Autosomal-Mitochondrial Type",deafness sensorineural autosomal mitochondrial type
"Deafness, X-Linked 1",deafness x linked 1
"Deafness, X-Linked 4",deafness x linked 4
"Deafness, X-Linked 5",deafness x linked 5
"DEAFNESS, X-LINKED 6",deafness x linked 6
"Death, Sudden",death sudden
"Death, Sudden, Cardiac",death sudden cardiac
Deficiency Diseases,deficiency diseases
Deglutition Disorders,deglutition disorders
"Dehydrated Hereditary Stomatocytosis, Pseudohyperkalemia, and Perinatal Edema",dehydrated hereditary stomatocytosis pseudohyperkalemia and perinatal edema
Delayed Emergence from Anesthesia,delayed emergence from anesthesia
"Dementia, familial Danish",dementia familial danish
"Dementia, Vascular",dementia vascular
Demyelinating Diseases,demyelinating diseases
Dengue,dengue
Dent Disease,dent disease
Dent disease 1,dent disease 1
Dent Disease 2,dent disease 2
"Dentin dysplasia, type 1",dentin dysplasia type 1
"DENTIN DYSPLASIA, TYPE II",dentin dysplasia type ii
Dentinogenesis Imperfecta,dentinogenesis imperfecta
"Dentinogenesis imperfecta, shields type 3",dentinogenesis imperfecta shields type 3
Denys-Drash Syndrome,denys drash syndrome
Deoxyguanosine Kinase Deficiency,deoxyguanosine kinase deficiency
Depressive Disorder,depressive disorder
"Depressive Disorder, Major",depressive disorder major
"Dermatitis, Allergic Contact",dermatitis allergic contact
"Dermatitis, Atopic, 2",dermatitis atopic 2
"Dermatitis, Irritant",dermatitis irritant
"Dermatitis, Occupational",dermatitis occupational
Dermatopathia pigmentosa reticularis,dermatopathia pigmentosa reticularis
DESANTO-SHINAWI SYNDROME,desanto shinawi syndrome
Desbuquois syndrome,desbuquois syndrome
"Desmoid disease, hereditary",desmoid disease hereditary
Desmoid Tumors,desmoid tumors
Desmosterolosis,desmosterolosis
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 11,developmental and epileptic encephalopathy 11
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 12,developmental and epileptic encephalopathy 12
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 13,developmental and epileptic encephalopathy 13
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 14,developmental and epileptic encephalopathy 14
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 17,developmental and epileptic encephalopathy 17
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 18,developmental and epileptic encephalopathy 18
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 19,developmental and epileptic encephalopathy 19
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 21,developmental and epileptic encephalopathy 21
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23,developmental and epileptic encephalopathy 23
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 24,developmental and epileptic encephalopathy 24
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 25 WITH AMELOGENESIS IMPERFECTA,developmental and epileptic encephalopathy 25 with amelogenesis imperfecta
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 26,developmental and epileptic encephalopathy 26
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 27,developmental and epileptic encephalopathy 27
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 28,developmental and epileptic encephalopathy 28
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 29,developmental and epileptic encephalopathy 29
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 30,developmental and epileptic encephalopathy 30
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31A,developmental and epileptic encephalopathy 31a
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 32,developmental and epileptic encephalopathy 32
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 33,developmental and epileptic encephalopathy 33
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 34,developmental and epileptic encephalopathy 34
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 35,developmental and epileptic encephalopathy 35
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 36,developmental and epileptic encephalopathy 36
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 37,developmental and epileptic encephalopathy 37
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 38,developmental and epileptic encephalopathy 38
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 40,developmental and epileptic encephalopathy 40
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 41,developmental and epileptic encephalopathy 41
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 42,developmental and epileptic encephalopathy 42
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 43,developmental and epileptic encephalopathy 43
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 44,developmental and epileptic encephalopathy 44
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 45,developmental and epileptic encephalopathy 45
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 46,developmental and epileptic encephalopathy 46
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 47,developmental and epileptic encephalopathy 47
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 48,developmental and epileptic encephalopathy 48
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 49,developmental and epileptic encephalopathy 49
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 5,developmental and epileptic encephalopathy 5
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 50,developmental and epileptic encephalopathy 50
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 51,developmental and epileptic encephalopathy 51
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 52,developmental and epileptic encephalopathy 52
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 53,developmental and epileptic encephalopathy 53
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 54,developmental and epileptic encephalopathy 54
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 7,developmental and epileptic encephalopathy 7
"DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FACIAL FEATURES, AND SPARSE HAIR 1",developmental delay with short stature dysmorphic facial features and sparse hair 1
Developmental Disabilities,developmental disabilities
DEVELOPMENTAL DYSPLASIA OF THE HIP 1,developmental dysplasia of the hip 1
Dextrocardia,dextrocardia
Diabetes Complications,diabetes complications
"Diabetes, Gestational",diabetes gestational
"Diabetes Insipidus, Nephrogenic",diabetes insipidus nephrogenic
"Diabetes Insipidus, Neurogenic",diabetes insipidus neurogenic
"Diabetes Mellitus, Congenital Autoimmune",diabetes mellitus congenital autoimmune
"Diabetes Mellitus, Experimental",diabetes mellitus experimental
"Diabetes Mellitus, Insulin-Dependent, 10",diabetes mellitus insulin dependent 10
"Diabetes Mellitus, Insulin-Dependent, 2",diabetes mellitus insulin dependent 2
"Diabetes Mellitus, Insulin-Dependent, 20",diabetes mellitus insulin dependent 20
"Diabetes Mellitus, Insulin-Dependent, 22",diabetes mellitus insulin dependent 22
"Diabetes Mellitus, Insulin-Dependent, 5",diabetes mellitus insulin dependent 5
"Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans",diabetes mellitus insulin resistant with acanthosis nigricans
"Diabetes Mellitus, Neonatal, with Congenital Hypothyroidism",diabetes mellitus neonatal with congenital hypothyroidism
"Diabetes Mellitus, Noninsulin-Dependent, 1",diabetes mellitus noninsulin dependent 1
"Diabetes Mellitus, Permanent Neonatal",diabetes mellitus permanent neonatal
"Diabetes Mellitus, Permanent Neonatal, with Cerebellar Agenesis",diabetes mellitus permanent neonatal with cerebellar agenesis
"Diabetes Mellitus, Transient Neonatal, 1",diabetes mellitus transient neonatal 1
"Diabetes Mellitus, Transient Neonatal, 2",diabetes mellitus transient neonatal 2
"Diabetes Mellitus, Transient Neonatal, 3",diabetes mellitus transient neonatal 3
"Diabetes Mellitus, Type 1",diabetes mellitus type 1
"Diabetes Mellitus, Type 2",diabetes mellitus type 2
Diabetic Angiopathies,diabetic angiopathies
Diabetic Cardiomyopathies,diabetic cardiomyopathies
Diabetic Nephropathies,diabetic nephropathies
Diabetic Neuropathies,diabetic neuropathies
Diamond-Blackfan Anemia 10,diamond blackfan anemia 10
DIAMOND-BLACKFAN ANEMIA 11,diamond blackfan anemia 11
DIAMOND-BLACKFAN ANEMIA 12,diamond blackfan anemia 12
DIAMOND-BLACKFAN ANEMIA 13,diamond blackfan anemia 13
DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS,diamond blackfan anemia 14 with mandibulofacial dysostosis
DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS,diamond blackfan anemia 15 with mandibulofacial dysostosis
DIAMOND-BLACKFAN ANEMIA 16,diamond blackfan anemia 16
DIAMOND-BLACKFAN ANEMIA 17,diamond blackfan anemia 17
Diamond-Blackfan Anemia 4,diamond blackfan anemia 4
Diamond-Blackfan Anemia 5,diamond blackfan anemia 5
DIAMOND-BLACKFAN ANEMIA 6,diamond blackfan anemia 6
Diamond-Blackfan Anemia 7,diamond blackfan anemia 7
Diamond-Blackfan Anemia 8,diamond blackfan anemia 8
Diamond-Blackfan Anemia 9,diamond blackfan anemia 9
Diaphanospondylodysostosis,diaphanospondylodysostosis
Diaphragmatic Hernia 3,diaphragmatic hernia 3
Diaphyseal medullary stenosis with malignant fibrous histiocytoma,diaphyseal medullary stenosis with malignant fibrous histiocytoma
Diarrhea,diarrhea
"Diarrhea 3, Secretory Sodium, Congenital",diarrhea 3 secretory sodium congenital
"Diarrhea 4, Malabsorptive, Congenital",diarrhea 4 malabsorptive congenital
"Diarrhea 5, With Tufting Enteropathy, Congenital",diarrhea 5 with tufting enteropathy congenital
"DIARRHEA 8, SECRETORY SODIUM, CONGENITAL",diarrhea 8 secretory sodium congenital
Diastrophic dysplasia,diastrophic dysplasia
Dicarboxylicaminoaciduria,dicarboxylicaminoaciduria
Diffuse Cerebral Sclerosis of Schilder,diffuse cerebral sclerosis of schilder
"Diffuse palmoplantar keratoderma, Bothnian type",diffuse palmoplantar keratoderma bothnian type
Diffuse panbronchiolitis,diffuse panbronchiolitis
DiGeorge Syndrome,digeorge syndrome
Digestive System Neoplasms,digestive system neoplasms
"Digital Arthropathy-Brachydactyly, Familial",digital arthropathy brachydactyly familial
Dihydropyrimidinase Deficiency,dihydropyrimidinase deficiency
Dihydropyrimidine Dehydrogenase Deficiency,dihydropyrimidine dehydrogenase deficiency
Dimauro disease,dimauro disease
Dimethylglycine Dehydrogenase Deficiency,dimethylglycine dehydrogenase deficiency
Disease,disease
"Disease Models, Animal",disease models animal
Disease Susceptibility,disease susceptibility
"Disorder of Sex Development, 46,XY",disorder of sex development 46 xy
Disorders of Sex Development,disorders of sex development
"Disruptive, Impulse Control, and Conduct Disorders",disruptive impulse control and conduct disorders
Distal arthrogryposis type 2B,distal arthrogryposis type 2b
Distal Myopathies,distal myopathies
"Distal myopathy, Nonaka type",distal myopathy nonaka type
Diverticular Diseases,diverticular diseases
DNA Repair-Deficiency Disorders,dna repair deficiency disorders
Dog Diseases,dog diseases
Donnai-Barrow syndrome,donnai barrow syndrome
Donohue Syndrome,donohue syndrome
dopamine beta hydroxylase deficiency,dopamine beta hydroxylase deficiency
Dosage-sensitive sex reversal,dosage sensitive sex reversal
Double Outlet Right Ventricle,double outlet right ventricle
Dowling-Degos Disease,dowling degos disease
Down Syndrome,down syndrome
Doyne honeycomb retinal dystrophy,doyne honeycomb retinal dystrophy
Drug Eruptions,drug eruptions
Drug Hypersensitivity Syndrome,drug hypersensitivity syndrome
"Drug Metabolism, Poor, CYP2C19-Related",drug metabolism poor cyp2c19 related
"Drug Metabolism, Poor, CYP2D6-Related",drug metabolism poor cyp2d6 related
Drug Overdose,drug overdose
Drug-Related Side Effects and Adverse Reactions,drug related side effects and adverse reactions
Dry Eye Syndromes,dry eye syndromes
Duane Retraction Syndrome,duane retraction syndrome
"Ductus Arteriosus, Patent",ductus arteriosus patent
Dwarfism,dwarfism
"Dwarfism, Pituitary",dwarfism pituitary
Dyggve-Melchior-Clausen syndrome,dyggve melchior clausen syndrome
"Dysautonomia, Familial",dysautonomia familial
Dysbiosis,dysbiosis
Dyschromatosis symmetrica hereditaria 1,dyschromatosis symmetrica hereditaria 1
Dyschromatosis Universalis Hereditaria 1,dyschromatosis universalis hereditaria 1
DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3,dyschromatosis universalis hereditaria 3
Dysequilibrium syndrome,dysequilibrium syndrome
"Dysfibrinogenemia, Congenital",dysfibrinogenemia congenital
Dysgammaglobulinemia,dysgammaglobulinemia
Dysgnathia complex,dysgnathia complex
Dyskeratosis Congenita,dyskeratosis congenita
"Dyskeratosis Congenita, Autosomal Dominant",dyskeratosis congenita autosomal dominant
"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 2",dyskeratosis congenita autosomal dominant 2
"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 3",dyskeratosis congenita autosomal dominant 3
"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6",dyskeratosis congenita autosomal dominant 6
"Dyskeratosis Congenita, Autosomal Recessive",dyskeratosis congenita autosomal recessive
"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 2",dyskeratosis congenita autosomal recessive 2
"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 3",dyskeratosis congenita autosomal recessive 3
"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5",dyskeratosis congenita autosomal recessive 5
"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6",dyskeratosis congenita autosomal recessive 6
"Dyskinesia, Drug-Induced",dyskinesia drug induced
"Dyskinesia, Familial, with Facial Myokymia",dyskinesia familial with facial myokymia
"DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET",dyskinesia limb and orofacial infantile onset
Dyskinesias,dyskinesias
Dyslipidemias,dyslipidemias
Dysmenorrhea,dysmenorrhea
Dysostoses,dysostoses
Dyspnea,dyspnea
Dyssegmental dysplasia,dyssegmental dysplasia
Dyssomnias,dyssomnias
Dystonia 12,dystonia 12
Dystonia 16,dystonia 16
"Dystonia 3, Torsion, X-Linked",dystonia 3 torsion x linked
"Dystonia 6, torsion",dystonia 6 torsion
"DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES",dystonia childhood onset with optic atrophy and basal ganglia abnormalities
"Dystonia, Dopa-responsive",dystonia dopa responsive
"Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency",dystonia dopa responsive due to sepiapterin reductase deficiency
Dystonia musculorum deformans type 1,dystonia musculorum deformans type 1
Dystonia musculorum deformans type 2,dystonia musculorum deformans type 2
"Dystonia-Parkinsonism, Adult-Onset",dystonia parkinsonism adult onset
Dystonic Disorders,dystonic disorders
Dystransthyretinemic Euthyroidal Hyperthyroxinemia,dystransthyretinemic euthyroidal hyperthyroxinemia
Ear Diseases,ear diseases
Early-onset ataxia with oculomotor apraxia and hypoalbuminemia,early onset ataxia with oculomotor apraxia and hypoalbuminemia
Echinococcosis,echinococcosis
Ectodermal Dysplasia,ectodermal dysplasia
"Ectodermal Dysplasia 1, Anhidrotic",ectodermal dysplasia 1 anhidrotic
"ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT",ectodermal dysplasia 11a hypohidrotic hair tooth type autosomal dominant
"ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE",ectodermal dysplasia 12 hypohidrotic hair tooth nail type
"ECTODERMAL DYSPLASIA 13, HAIR/TOOTH TYPE",ectodermal dysplasia 13 hair tooth type
"Ectodermal Dysplasia 3, Anhidrotic",ectodermal dysplasia 3 anhidrotic
"ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE",ectodermal dysplasia 4 hair nail type
"ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE",ectodermal dysplasia 7 hair nail type
"ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE",ectodermal dysplasia 9 hair nail type
"Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant",ectodermal dysplasia anhidrotic with t cell immunodeficiency autosomal dominant
"Ectodermal dysplasia, ectrodactyly, and macular dystrophy",ectodermal dysplasia ectrodactyly and macular dystrophy
"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",ectodermal dysplasia hypohidrotic autosomal recessive
"Ectodermal dysplasia, hypohidrotic, with immune deficiency",ectodermal dysplasia hypohidrotic with immune deficiency
ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME,ectodermal dysplasia short stature syndrome
Ectodermal Dysplasia-Skin Fragility Syndrome,ectodermal dysplasia skin fragility syndrome
ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1,ectodermal dysplasia syndactyly syndrome 1
Ectopia Lentis,ectopia lentis
"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT",ectopia lentis 1 isolated autosomal dominant
"ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE",ectopia lentis 2 isolated autosomal recessive
