DiseaseName_raw,DiseaseName_norm,mapped_adr_id,mapped_adr_name,GeneSymbol,DiseaseID,DirectEvidence,PubMedIDs
"Scleroderma, Systemic",scleroderma systemic,,,CD247,MESH:D012595,marker/mechanism,20383147
Cachexia,cachexia,C0006625,Cachexia,CD27,MESH:D002100,marker/mechanism,17878525
"Cardiomyopathy, Dilated",cardiomyopathy dilated,,,CD27,MESH:D002311,marker/mechanism,12031769
LYMPHOPROLIFERATIVE SYNDROME 2,lymphoproliferative syndrome 2,,,CD27,OMIM:615122,marker/mechanism,
Myocarditis,myocarditis,C0027059,Myocarditis,CD27,MESH:D009205,marker/mechanism,12031769
Virus Diseases,virus diseases,,,CD27,MESH:D014777,marker/mechanism,12031769
"Carcinoma, Ductal, Breast",carcinoma ductal breast,,,CD274,MESH:D018270,marker/mechanism,16611412
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,CD274,MESH:D006528,marker/mechanism,22396772
Disease Progression,disease progression,C0242656,Disease progression,CD274,MESH:D018450,marker/mechanism,27692344
Hypersensitivity,hypersensitivity,C0020517,Hypersensitivity,CD274,MESH:D006967,marker/mechanism,20488241|23624239
Lung Neoplasms,lung neoplasms,,,CD274,MESH:D008175,marker/mechanism,27692344|34166680
Lymphatic Metastasis,lymphatic metastasis,,,CD274,MESH:D008207,marker/mechanism,16530813
Lymphoma,lymphoma,C0024299,Lymphoma,CD274,MESH:D008223,marker/mechanism,28736328
Melanoma,melanoma,,,CD274,MESH:D008545,marker/mechanism,20143437
"Neoplasms, Radiation-Induced",neoplasms radiation induced,,,CD274,MESH:D009381,marker/mechanism,28736328
Ovarian Neoplasms,ovarian neoplasms,,,CD274,MESH:D010051,marker/mechanism,17360651
Recurrence,recurrence,,,CD274,MESH:D012008,marker/mechanism,22396772
Stomach Neoplasms,stomach neoplasms,,,CD274,MESH:D013274,marker/mechanism,16530813
Substance-Related Disorders,substance related disorders,,,CD274,MESH:D019966,marker/mechanism,20098672
Thymus Neoplasms,thymus neoplasms,,,CD274,MESH:D013953,marker/mechanism,28736328
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,CD276,MESH:D006528,therapeutic,16217749
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD276,MESH:D008106,marker/mechanism,25380136
Prostatic Neoplasms,prostatic neoplasms,,,CD276,MESH:D011471,marker/mechanism,30614027
"Arthritis, Rheumatoid",arthritis rheumatoid,,,CD28,MESH:D001172,marker/mechanism,19898481|20453842|23143596
Autoimmune Diseases,autoimmune diseases,,,CD28,MESH:D001327,marker/mechanism,15494542|19077085
Berylliosis,berylliosis,,,CD28,MESH:D001607,marker/mechanism,12952926
Chloracne,chloracne,,,CD28,MESH:D054506,marker/mechanism,17101203
HIV Infections,hiv infections,,,CD28,MESH:D015658,marker/mechanism,7492435
"Leukemia-Lymphoma, Adult T-Cell",leukemia lymphoma adult t cell,,,CD28,MESH:D015459,marker/mechanism,26437031
"Lymphoma, T-Cell, Cutaneous",lymphoma t cell cutaneous,,,CD28,MESH:D016410,marker/mechanism,26192916|26258847
"Lymphoma, T-Cell, Peripheral",lymphoma t cell peripheral,,,CD28,MESH:D016411,marker/mechanism,26192916
Alzheimer Disease,alzheimer disease,,,CD2AP,MESH:D000544,marker/mechanism,21460840|21460841|30320580
"Glomerulosclerosis, Focal Segmental",glomerulosclerosis focal segmental,,,CD2AP,MESH:D005923,marker/mechanism,
"METHYLMALONIC ACIDURIA, TRANSIENT, DUE TO TRANSCOBALAMIN RECEPTOR DEFECT",methylmalonic aciduria transient due to transcobalamin receptor defect,,,CD320,OMIM:613646,marker/mechanism,
Alzheimer Disease,alzheimer disease,,,CD33,MESH:D000544,marker/mechanism,21460840|21460841
"Leukemia, Myeloid, Acute",leukemia myeloid acute,,,CD33,MESH:D015470,marker/mechanism,12921496
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,CD34,MESH:D006528,marker/mechanism,28284560
"Cell Transformation, Neoplastic",cell transformation neoplastic,,,CD34,MESH:D002471,marker/mechanism,22011395
"Cardiomyopathy, Dilated",cardiomyopathy dilated,,,CD36,MESH:D002311,marker/mechanism,10981864
Celiac Disease,celiac disease,,,CD36,MESH:D002446,marker/mechanism,30097691
Coronary Disease,coronary disease,,,CD36,MESH:D003327,marker/mechanism,
"Dermatitis, Allergic Contact",dermatitis allergic contact,,,CD36,MESH:D017449,marker/mechanism,17374397
"Diabetes Mellitus, Type 2",diabetes mellitus type 2,,,CD36,MESH:D003924,marker/mechanism,31626838
Glucose Intolerance,glucose intolerance,,,CD36,MESH:D018149,marker/mechanism,14640889
Hypertension,hypertension,C0020538,Hypertension,CD36,MESH:D006973,marker/mechanism,18587397
Immunologic Deficiency Syndromes,immunologic deficiency syndromes,,,CD36,MESH:D007153,marker/mechanism,15690042
Insulin Resistance,insulin resistance,C0021655,Insulin resistance,CD36,MESH:D007333,marker/mechanism,14640889
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD36,MESH:D008106,marker/mechanism,25380136
Malaria,malaria,,,CD36,MESH:D008288,marker/mechanism,
Myocardial Ischemia,myocardial ischemia,,,CD36,MESH:D017202,marker/mechanism,16214533
Platelet Glycoprotein IV Deficiency,platelet glycoprotein iv deficiency,,,CD36,MESH:C564245,marker/mechanism,
Reperfusion Injury,reperfusion injury,,,CD36,MESH:D015427,marker/mechanism,16526316
Staphylococcal Infections,staphylococcal infections,,,CD36,MESH:D013203,marker/mechanism,15690042
Weight Gain,weight gain,,,CD36,MESH:D015430,marker/mechanism,19030233
Albuminuria,albuminuria,C0001925,Albuminuria,CD38,MESH:D000419,marker/mechanism,21992601
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD38,MESH:D008106,marker/mechanism,25380136
Myocardial Ischemia,myocardial ischemia,,,CD38,MESH:D017202,marker/mechanism,16214533
"Dermatitis, Allergic Contact",dermatitis allergic contact,,,CD3D,MESH:D017449,marker/mechanism,17597826
"IMMUNODEFICIENCY 19, SEVERE COMBINED",immunodeficiency 19 severe combined,,,CD3D,OMIM:615617,marker/mechanism,
"Liver Cirrhosis, Biliary",liver cirrhosis biliary,,,CD3D,MESH:D008105,marker/mechanism,18422935
Liver Diseases,liver diseases,,,CD3D,MESH:D008107,marker/mechanism,19784758
Neurotoxicity Syndromes,neurotoxicity syndromes,,,CD3D,MESH:D020258,marker/mechanism,19784758
Severe Combined Immunodeficiency,severe combined immunodeficiency,,,CD3D,MESH:D016511,marker/mechanism,15546002
"Arthritis, Rheumatoid",arthritis rheumatoid,,,CD3E,MESH:D001172,marker/mechanism,12833524
Gastrointestinal Stromal Tumors,gastrointestinal stromal tumors,,,CD3E,MESH:D046152,marker/mechanism,27793025
IMMUNODEFICIENCY 18,immunodeficiency 18,,,CD3E,OMIM:615615,marker/mechanism,
Immunologic Deficiency Syndromes,immunologic deficiency syndromes,,,CD3E,MESH:D007153,marker/mechanism,8490660
Inflammation,inflammation,C0021368,Inflammation,CD3E,MESH:D007249,marker/mechanism,22325453
Severe Combined Immunodeficiency,severe combined immunodeficiency,,,CD3E,MESH:D016511,marker/mechanism,15546002
IMMUNODEFICIENCY 17,immunodeficiency 17,,,CD3G,OMIM:615607,marker/mechanism,
AIDS-Related Opportunistic Infections,aids related opportunistic infections,,,CD4,MESH:D017088,marker/mechanism,9546790
Graves Disease,graves disease,,,CD4,MESH:D006111,marker/mechanism,33132244
"Muscular Dystrophy, Duchenne",muscular dystrophy duchenne,,,CD4,MESH:D020388,marker/mechanism,21641384
Nerve Degeneration,nerve degeneration,,,CD4,MESH:D009410,marker/mechanism,9546790
"Arthritis, Rheumatoid",arthritis rheumatoid,,,CD40,MESH:D001172,marker/mechanism,18794853|20453842|23143596
Breast Neoplasms,breast neoplasms,,,CD40,MESH:D001943,marker/mechanism,17043144
Hodgkin Disease,hodgkin disease,,,CD40,MESH:D006689,marker/mechanism,7621881
Hyperglycemia,hyperglycemia,,,CD40,MESH:D006943,marker/mechanism,29035695
Hyper-IgM Immunodeficiency Syndrome,hyper igm immunodeficiency syndrome,,,CD40,MESH:D053306,marker/mechanism,
Hyperinsulinism,hyperinsulinism,C0020459,Hyperinsulinism,CD40,MESH:D006946,marker/mechanism,29035695
Insulin Resistance,insulin resistance,C0021655,Insulin resistance,CD40,MESH:D007333,marker/mechanism,29035695
Mucocutaneous Lymph Node Syndrome,mucocutaneous lymph node syndrome,,,CD40,MESH:D009080,marker/mechanism,22446961|22446962
Multiple Sclerosis,multiple sclerosis,C0026769,Multiple sclerosis,CD40,MESH:D009103,marker/mechanism,19525955
Obesity,obesity,C0028754,Obesity,CD40,MESH:D009765,marker/mechanism,29035695
Status Epilepticus,status epilepticus,C0038220,Status epilepticus,CD40,MESH:D013226,marker/mechanism,18455351
Amyotrophic Lateral Sclerosis,amyotrophic lateral sclerosis,,,CD40LG,MESH:D000690,therapeutic,20348957
Autoimmune Diseases,autoimmune diseases,,,CD40LG,MESH:D001327,marker/mechanism,15494542
Chromosome Breakage,chromosome breakage,,,CD40LG,MESH:D019457,marker/mechanism,27634759
Coronary Artery Disease,coronary artery disease,C1956346,Coronary artery disease,CD40LG,MESH:D003324,marker/mechanism,16368305
Hodgkin Disease,hodgkin disease,,,CD40LG,MESH:D006689,marker/mechanism,7621881|8656679
"Hyper-IgM Immunodeficiency Syndrome, Type 1",hyper igm immunodeficiency syndrome type 1,,,CD40LG,MESH:D053307,marker/mechanism,15611226
Hypersensitivity,hypersensitivity,C0020517,Hypersensitivity,CD40LG,MESH:D006967,marker/mechanism,21625544
"Hypertension, Pulmonary",hypertension pulmonary,,,CD40LG,MESH:D006976,marker/mechanism,15302794
"Lupus Erythematosus, Systemic",lupus erythematosus systemic,,,CD40LG,MESH:D008180,marker/mechanism,28793932
Necrosis,necrosis,C0027540,Necrosis,CD40LG,MESH:D009336,marker/mechanism,22295117
Pneumonia,pneumonia,C0032285,Pneumonia,CD40LG,MESH:D011014,marker/mechanism,21625544
Acute Kidney Injury,acute kidney injury,,,CD44,MESH:D058186,marker/mechanism,23052191
Adenomatous Polyposis Coli,adenomatous polyposis coli,,,CD44,MESH:D011125,marker/mechanism,28255344
Arsenic Poisoning,arsenic poisoning,,,CD44,MESH:D020261,marker/mechanism,16835338
"Colorectal Neoplasms, Hereditary Nonpolyposis",colorectal neoplasms hereditary nonpolyposis,,,CD44,MESH:D003123,marker/mechanism,28255344
"Dermatitis, Contact",dermatitis contact,C0011616,Dermatitis contact,CD44,MESH:D003877,marker/mechanism,25724174
Disease Progression,disease progression,C0242656,Disease progression,CD44,MESH:D018450,marker/mechanism,34626302
"Glomerulonephritis, IGA",glomerulonephritis iga,,,CD44,MESH:D005922,marker/mechanism,25133636
"Leukemia, Myeloid, Acute",leukemia myeloid acute,,,CD44,MESH:D015470,marker/mechanism,23098472
"Leukemia, Promyelocytic, Acute",leukemia promyelocytic acute,,,CD44,MESH:D015473,marker/mechanism|therapeutic,16208414|17349212
"Mammary Neoplasms, Experimental",mammary neoplasms experimental,,,CD44,MESH:D008325,marker/mechanism,21283680
Multiple Sclerosis,multiple sclerosis,C0026769,Multiple sclerosis,CD44,MESH:D009103,marker/mechanism,31068361
Neoplasm Metastasis,neoplasm metastasis,,,CD44,MESH:D009362,marker/mechanism,23098472
Nerve Degeneration,nerve degeneration,,,CD44,MESH:D009410,marker/mechanism,15191797
Neuroblastoma,neuroblastoma,,,CD44,MESH:D009447,marker/mechanism,34626302
Pancreatic Neoplasms,pancreatic neoplasms,,,CD44,MESH:D010190,marker/mechanism,17446842
Skin Diseases,skin diseases,,,CD44,MESH:D012871,marker/mechanism,16835338
Stomach Neoplasms,stomach neoplasms,,,CD44,MESH:D013274,marker/mechanism,21471434
Vitiligo,vitiligo,C0042900,Vitiligo,CD44,MESH:D014820,marker/mechanism,22561518
Atypical Hemolytic Uremic Syndrome,atypical hemolytic uremic syndrome,,,CD46,MESH:D065766,marker/mechanism,14615110
Measles,measles,C0025007,Measles,CD46,MESH:D008457,marker/mechanism,8402913
"Prostatic Neoplasms, Castration-Resistant",prostatic neoplasms castration resistant,,,CD46,MESH:D064129,marker/mechanism,30185663
Bipolar Disorder,bipolar disorder,C0005586,Bipolar disorder,CD47,MESH:D001714,marker/mechanism,31043756
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD48,MESH:D008106,marker/mechanism,25380136
"Arthritis, Rheumatoid",arthritis rheumatoid,,,CD5,MESH:D001172,marker/mechanism,23143596
"Leukemia, Lymphocytic, Chronic, B-Cell",leukemia lymphocytic chronic b cell,,,CD5,MESH:D015451,marker/mechanism,18006695
Gastro-enteropancreatic neuroendocrine tumor,gastro enteropancreatic neuroendocrine tumor,,,CD53,MESH:C535650,marker/mechanism,29915428
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD53,MESH:D008106,marker/mechanism,25380136
Amphetamine-Related Disorders,amphetamine related disorders,,,CD55,MESH:D019969,marker/mechanism,18316681
Endometriosis,endometriosis,C0014175,Endometriosis,CD55,MESH:D004715,marker/mechanism,21063030
Protein-Losing Enteropathies,protein losing enteropathies,,,CD55,MESH:D011504,marker/mechanism,
"Lymphoma, T-Cell, Peripheral",lymphoma t cell peripheral,,,CD58,MESH:D016411,marker/mechanism,24413734
Multiple Sclerosis,multiple sclerosis,C0026769,Multiple sclerosis,CD58,MESH:D009103,marker/mechanism,19525955|24076602
CD59 Deficiency,cd59 deficiency,,,CD59,MESH:C567355,marker/mechanism,
Kidney Diseases,kidney diseases,,,CD59,MESH:D007674,therapeutic,31618666
Skin Manifestations,skin manifestations,,,CD59,MESH:D012877,marker/mechanism,31618666
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,CD5L,MESH:D006528,marker/mechanism,28284560
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD5L,MESH:D008106,marker/mechanism,25380136
Multiple Sclerosis,multiple sclerosis,C0026769,Multiple sclerosis,CD6,MESH:D009103,marker/mechanism,19525953|24076602
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD63,MESH:D008106,marker/mechanism,25380136
"Liver Neoplasms, Experimental",liver neoplasms experimental,,,CD63,MESH:D008114,marker/mechanism,11420682
"Abortion, Spontaneous",abortion spontaneous,C0000786,Abortion spontaneous,CD68,MESH:D000022,marker/mechanism,18539642
Amyotrophic lateral sclerosis 1,amyotrophic lateral sclerosis 1,,,CD68,MESH:C531617,marker/mechanism,11796754
"Arthritis, Psoriatic",arthritis psoriatic,,,CD68,MESH:D015535,marker/mechanism,19732956
"Cholestasis, Extrahepatic",cholestasis extrahepatic,,,CD68,MESH:D001651,marker/mechanism,28789951
"Diabetes Mellitus, Experimental",diabetes mellitus experimental,,,CD68,MESH:D003921,marker/mechanism,20388520
Hyperinsulinism,hyperinsulinism,C0020459,Hyperinsulinism,CD68,MESH:D006946,marker/mechanism,29035695
Insulin Resistance,insulin resistance,C0021655,Insulin resistance,CD68,MESH:D007333,marker/mechanism,29035695
Ischemia,ischemia,,,CD68,MESH:D007511,marker/mechanism,19458120
"Kidney Failure, Chronic",kidney failure chronic,,,CD68,MESH:D007676,marker/mechanism,19539174
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD68,MESH:D008106,marker/mechanism,25380136
Malaria,malaria,,,CD68,MESH:D008288,marker/mechanism,26216124
Obesity,obesity,C0028754,Obesity,CD68,MESH:D009765,marker/mechanism,29035695
"Abortion, Spontaneous",abortion spontaneous,C0000786,Abortion spontaneous,CD69,MESH:D000022,marker/mechanism,18539642
Arthritis,arthritis,C0003864,Arthritis,CD69,MESH:D001168,therapeutic,12882836
"Arthritis, Experimental",arthritis experimental,,,CD69,MESH:D001169,marker/mechanism,12882836
"Diabetes Mellitus, Type 1",diabetes mellitus type 1,,,CD69,MESH:D003922,marker/mechanism,19430480
"Abortion, Spontaneous",abortion spontaneous,C0000786,Abortion spontaneous,CD7,MESH:D000022,marker/mechanism,18539642
Amyotrophic lateral sclerosis 1,amyotrophic lateral sclerosis 1,,,CD7,MESH:C531617,marker/mechanism,11796754
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD7,MESH:D008106,marker/mechanism,25380136
"Cardiomyopathy, Dilated",cardiomyopathy dilated,,,CD70,MESH:D002311,marker/mechanism,12031769
Myocarditis,myocarditis,C0027059,Myocarditis,CD70,MESH:D009205,marker/mechanism,12031769
Virus Diseases,virus diseases,,,CD70,MESH:D014777,marker/mechanism,12031769
Breast Neoplasms,breast neoplasms,,,CD74,MESH:D001943,marker/mechanism,19602265
"Carcinoma, Non-Small-Cell Lung",carcinoma non small cell lung,,,CD74,MESH:D002289,marker/mechanism,22919003
Disease Progression,disease progression,C0242656,Disease progression,CD74,MESH:D018450,marker/mechanism,34797429
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD74,MESH:D008106,marker/mechanism,25380136
"Liver Failure, Acute",liver failure acute,,,CD74,MESH:D017114,marker/mechanism,16799971
Agammaglobulinemia,agammaglobulinemia,,,CD79A,MESH:D000361,marker/mechanism,
"Lymphoma, Large B-Cell, Diffuse",lymphoma large b cell diffuse,,,CD79A,MESH:D016403,marker/mechanism,25049379
Agammaglobulinemia,agammaglobulinemia,,,CD79B,MESH:D000361,marker/mechanism,
Liver Diseases,liver diseases,,,CD79B,MESH:D008107,marker/mechanism,19784758
"Lymphoma, Large B-Cell, Diffuse",lymphoma large b cell diffuse,,,CD79B,MESH:D016403,marker/mechanism,21173233
Celiac Disease,celiac disease,,,CD80,MESH:D002446,marker/mechanism,20190752
"Liver Cirrhosis, Biliary",liver cirrhosis biliary,,,CD80,MESH:D008105,marker/mechanism,21399635
Vitiligo,vitiligo,C0042900,Vitiligo,CD80,MESH:D014820,marker/mechanism,22561518
Common Variable Immunodeficiency,common variable immunodeficiency,,,CD81,MESH:D017074,marker/mechanism,
Hepatitis C,hepatitis c,C0019196,Hepatitis C,CD81,MESH:D006526,marker/mechanism,17517063
"Abortion, Spontaneous",abortion spontaneous,C0000786,Abortion spontaneous,CD82,MESH:D000022,marker/mechanism,20075392
Neoplasm Invasiveness,neoplasm invasiveness,,,CD82,MESH:D009361,therapeutic,20075392
Neoplasm Metastasis,neoplasm metastasis,,,CD82,MESH:D009362,therapeutic,20075392
Arsenic Poisoning,arsenic poisoning,,,CD83,MESH:D020261,marker/mechanism,16835338
"Arthritis, Juvenile",arthritis juvenile,,,CD83,MESH:D001171,marker/mechanism,19565504
"Arthritis, Rheumatoid",arthritis rheumatoid,,,CD83,MESH:D001172,marker/mechanism,22446963
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD83,MESH:D008106,marker/mechanism,25380136
Skin Diseases,skin diseases,,,CD83,MESH:D012871,marker/mechanism,16835338
"Abortion, Spontaneous",abortion spontaneous,C0000786,Abortion spontaneous,CD84,MESH:D000022,marker/mechanism,18539642
"Dermatitis, Contact",dermatitis contact,C0011616,Dermatitis contact,CD86,MESH:D003877,marker/mechanism,25724174
Gastro-enteropancreatic neuroendocrine tumor,gastro enteropancreatic neuroendocrine tumor,,,CD86,MESH:C535650,marker/mechanism,29915428
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,CD86,MESH:D008106,marker/mechanism,25380136
Liver Diseases,liver diseases,,,CD86,MESH:D008107,marker/mechanism,19784758
Multiple Myeloma,multiple myeloma,,,CD86,MESH:D009101,marker/mechanism,16611307
"Abortion, Spontaneous",abortion spontaneous,C0000786,Abortion spontaneous,CD8A,MESH:D000022,marker/mechanism,18539642
"CD8 Deficiency, Familial",cd8 deficiency familial,,,CD8A,MESH:C563824,marker/mechanism,
"Pulmonary Disease, Chronic Obstructive",pulmonary disease chronic obstructive,,,CD8A,MESH:D029424,marker/mechanism,17950725
"Arthritis, Juvenile",arthritis juvenile,,,CD8B,MESH:D001171,marker/mechanism,19565504
"Carcinoma, Non-Small-Cell Lung",carcinoma non small cell lung,,,CD9,MESH:D002289,marker/mechanism,17043644
Colorectal Neoplasms,colorectal neoplasms,,,CD9,MESH:D015179,marker/mechanism,24836286
Glioblastoma,glioblastoma,C0017636,Glioblastoma,CD9,MESH:D005909,marker/mechanism,26573230
"Leukemia, Myeloid, Acute",leukemia myeloid acute,,,CD9,MESH:D015470,marker/mechanism,17330099
Liver Cirrhosis,liver cirrhosis,,,CD9,MESH:D008103,marker/mechanism,26396155
"Neoplasms, Germ Cell and Embryonal",neoplasms germ cell and embryonal,,,CD9,MESH:D009373,marker/mechanism,16168501
Nerve Degeneration,nerve degeneration,,,CD9,MESH:D009410,marker/mechanism,19522546
Prostatic Neoplasms,prostatic neoplasms,,,CD9,MESH:D011471,marker/mechanism,17013881
C SYNDROME,c syndrome,,,CD96,OMIM:211750,marker/mechanism,17847009
